Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,KitchenQual,GarageCars,PoolQC,MoSold,YrSold,SaleType,SalePrice
1107,20,RL,114,10357,Corner,SawyerW,1Fam,1Story,7,1990,1991,Gd,Gd,2,NA,5,2007,WD,179900
1108,60,RL,168,23257,CulDSac,Gilbert,1Fam,2Story,7,2006,2006,Gd,Gd,2,NA,9,2006,New,274725
1109,60,RL,NA,8063,Inside,Gilbert,1Fam,2Story,6,2000,2000,TA,TA,2,NA,11,2007,WD,181000
1110,20,RL,107,11362,Inside,NridgHt,1Fam,1Story,8,2004,2005,Gd,Gd,3,NA,3,2009,WD,280000
1111,60,RL,NA,8000,Inside,Gilbert,1Fam,2Story,6,1995,1996,TA,TA,2,NA,6,2008,WD,188000
1112,60,RL,80,10480,Inside,NWAmes,1Fam,2Story,7,1976,1976,TA,TA,2,NA,9,2008,WD,205000
1113,20,RL,73,7100,Corner,NAmes,1Fam,1Story,5,1957,1957,TA,TA,1,NA,7,2006,WD,129900
1114,20,RL,66,8923,Inside,NAmes,1Fam,1Story,5,1953,2006,TA,Gd,1,NA,5,2007,WD,134500
1115,20,RL,90,5400,Inside,OldTown,1Fam,1Story,5,1954,2000,TA,Gd,1,NA,8,2006,WD,117000
1116,20,RL,93,12085,Inside,NridgHt,1Fam,1Story,8,2007,2007,Gd,Ex,3,NA,11,2007,New,318000
1117,80,RL,NA,7750,Inside,Gilbert,1Fam,SLvl,8,2002,2002,Gd,Gd,2,NA,3,2009,WD,184100
1118,20,RL,57,9764,FR2,Sawyer,1Fam,1Story,5,1967,2003,TA,Gd,2,NA,5,2008,WD,130000
1119,80,RL,85,13825,Inside,Sawyer,1Fam,SLvl,5,1958,1987,TA,TA,1,NA,12,2008,WD,140000
1120,20,RL,70,7560,Inside,NAmes,1Fam,1Story,5,1959,1959,TA,TA,1,NA,7,2006,WD,133700
1121,30,RM,59,8263,Inside,IDOTRR,1Fam,1Story,6,1920,1950,TA,TA,1,NA,5,2007,WD,118400
1122,20,RL,84,10084,Inside,CollgCr,1Fam,1Story,7,2005,2006,Gd,Gd,3,NA,7,2006,New,212900
1123,20,RL,NA,8926,Corner,Edwards,1Fam,1Story,4,1956,1956,TA,TA,1,NA,10,2009,COD,112000
1124,20,RL,50,9405,Inside,Edwards,1Fam,1Story,5,1947,2008,TA,TA,0,NA,6,2009,WD,118000
1125,80,RL,NA,9125,Inside,Gilbert,1Fam,SLvl,7,1992,1992,TA,Gd,2,NA,7,2007,WD,163900
1126,20,RL,60,10434,Inside,NAmes,1Fam,1Story,4,1955,1955,TA,Fa,2,NA,11,2009,WD,115000
1127,120,RL,53,3684,Inside,Blmngtn,TwnhsE,1Story,7,2007,2007,Gd,Gd,3,NA,6,2009,WD,174000
1128,20,RL,182,14572,Corner,Gilbert,1Fam,1Story,7,2004,2004,Gd,Gd,3,NA,11,2007,WD,259000
1129,60,RL,59,11796,Inside,Gilbert,1Fam,2Story,7,2004,2005,Gd,Gd,2,NA,7,2007,WD,215000
1130,90,RM,60,7200,Inside,OldTown,Duplex,SFoyer,5,1980,1980,TA,TA,2,NA,8,2007,WD,140000
1131,50,RL,65,7804,Inside,SWISU,1Fam,1.5Fin,4,1928,1950,TA,Gd,2,NA,12,2009,WD,135000
1132,20,RL,63,10712,Inside,Mitchel,1Fam,1Story,5,1991,1992,TA,TA,0,NA,9,2007,Oth,93500
1133,70,RM,90,9900,Inside,OldTown,1Fam,2Story,6,1880,1950,TA,Fa,1,NA,5,2007,WD,117500
1134,60,RL,80,9828,Inside,SawyerW,1Fam,2Story,8,1995,1995,Gd,Gd,2,NA,6,2009,WD,239500
1135,60,RL,57,8773,Inside,Gilbert,1Fam,2Story,6,1997,1997,TA,TA,2,NA,8,2007,WD,169000
1136,30,RM,60,6180,Corner,BrkSide,1Fam,1Story,6,1926,1950,TA,TA,1,NA,5,2007,WD,102000
1137,50,RL,80,9600,Inside,NAmes,1Fam,1.5Fin,6,1950,1950,TA,TA,1,NA,4,2008,WD,119000
1138,50,RL,54,6342,Inside,Sawyer,1Fam,1.5Fin,5,1875,1996,TA,TA,0,NA,5,2010,WD,94000
1139,20,RL,NA,9819,Inside,Mitchel,1Fam,1Story,6,1977,1977,TA,Gd,2,NA,5,2009,WD,196000
1140,30,RL,98,8731,Inside,BrkSide,1Fam,1Story,5,1920,1950,TA,TA,2,NA,5,2007,WD,144000
1141,20,RL,60,7350,Corner,NAmes,1Fam,1Story,5,1951,1951,TA,TA,2,NA,6,2008,COD,139000
1142,60,RL,NA,10304,CulDSac,NWAmes,1Fam,2Story,5,1976,1976,TA,Gd,2,NA,10,2009,WD,197500
1143,60,RL,77,9965,Inside,CollgCr,1Fam,2Story,8,2006,2007,Gd,Gd,3,NA,4,2007,New,424870
1144,20,RL,NA,9000,Inside,Sawyer,1Fam,1Story,5,1959,1959,TA,TA,0,NA,7,2008,WD,80000
1145,190,RL,60,12180,Inside,Edwards,2fmCon,1.5Fin,4,1941,1950,TA,Fa,1,NA,7,2010,WD,80000
1146,50,RM,52,6240,Inside,BrkSide,1Fam,1.5Fin,5,1928,1950,TA,TA,1,NA,8,2006,WD,149000
1147,20,RL,NA,11200,Inside,SawyerW,1Fam,1Story,6,1985,1985,Gd,Gd,2,NA,5,2006,WD,180000
1148,70,RL,75,12000,Inside,Crawfor,1Fam,2Story,7,1941,1950,TA,Fa,1,NA,7,2009,WD,174500
1149,50,RM,NA,5700,Inside,OldTown,1Fam,1.5Fin,7,1926,1950,TA,TA,1,NA,8,2008,WD,116900
1150,70,RM,50,9000,Inside,OldTown,1Fam,2Story,7,1920,1988,TA,TA,2,NA,7,2009,WD,143000
1151,20,RL,57,8280,Inside,NAmes,1Fam,1Story,6,1950,1950,TA,Gd,1,NA,11,2007,WD,124000
1152,20,RL,134,17755,Inside,Edwards,1Fam,1Story,5,1959,1959,TA,Fa,2,NA,11,2006,WD,149900
1153,20,RL,90,14115,Inside,Crawfor,1Fam,1Story,6,1956,2004,TA,Ex,2,NA,7,2006,WD,230000
1154,30,RM,NA,5890,Corner,IDOTRR,1Fam,1Story,6,1930,2007,Gd,TA,1,NA,6,2008,WD,120500
1155,60,RL,NA,13700,Inside,NAmes,1Fam,2Story,7,1965,1988,TA,Gd,2,NA,5,2008,WD,201800
1156,20,RL,90,10768,Corner,Veenker,1Fam,1Story,5,1976,2004,Gd,Gd,2,NA,7,2007,WD,218000
1157,80,RL,85,9350,Inside,NAmes,1Fam,SLvl,5,1965,1999,TA,Gd,2,NA,10,2008,WD,179900
1158,120,RL,34,5001,Inside,NridgHt,Twnhs,1Story,7,2007,2008,Gd,Gd,2,NA,7,2009,WD,230000
1159,20,RL,92,11932,FR2,Somerst,1Fam,1Story,8,2007,2008,Gd,Gd,3,NA,6,2008,ConLD,235128
1160,60,RL,76,9120,Inside,NWAmes,1Fam,2Story,6,1974,1974,Gd,Gd,2,NA,7,2008,WD,185000
1161,160,RL,24,2280,Inside,NPkVill,Twnhs,2Story,6,1978,1978,TA,TA,2,NA,7,2010,WD,146000
1162,20,RL,NA,14778,CulDSac,Crawfor,1Fam,1Story,6,1954,2006,Gd,Gd,2,NA,11,2008,WD,224000
1163,20,RL,109,8724,Inside,Sawyer,1Fam,1Story,5,1968,1968,TA,TA,2,NA,5,2007,WD,129000
1164,90,RL,60,12900,Inside,Sawyer,Duplex,SFoyer,4,1969,1969,TA,TA,2,NA,1,2008,WD,108959
1165,80,RL,NA,16157,FR2,Veenker,1Fam,SLvl,5,1978,1978,TA,Gd,2,NA,6,2007,WD,194000
1166,20,RL,79,9541,Inside,NridgHt,1Fam,1Story,7,2009,2009,Gd,Gd,2,NA,9,2009,New,233170
1167,20,RL,64,10475,Corner,CollgCr,1Fam,1Story,8,2008,2008,Gd,Gd,3,NA,2,2010,WD,245350
1168,60,RL,58,10852,Inside,Gilbert,1Fam,2Story,6,2000,2000,TA,TA,2,NA,2,2006,WD,173000
1169,70,RL,120,13728,Corner,Edwards,1Fam,2Story,6,1935,1986,TA,Gd,2,NA,7,2008,WD,235000
1170,60,RL,118,35760,CulDSac,NoRidge,1Fam,2Story,10,1995,1996,Gd,Gd,3,NA,7,2006,WD,625000
1171,80,RL,76,9880,Inside,Mitchel,1Fam,SLvl,6,1977,1977,TA,TA,1,Gd,7,2008,WD,171000
1172,20,RL,76,9120,Inside,NAmes,1Fam,1Story,6,1958,1958,TA,TA,2,NA,11,2008,WD,163000
1173,160,FV,35,4017,Inside,Somerst,TwnhsE,2Story,7,2006,2007,Gd,Gd,2,NA,3,2008,WD,171900
1174,50,RL,138,18030,Inside,ClearCr,1Fam,1.5Fin,5,1946,1994,TA,Ex,0,NA,3,2007,WD,200500
1175,70,RL,80,16560,Inside,Crawfor,1Fam,2Story,6,1932,1950,TA,TA,2,NA,7,2006,WD,239000
1176,50,RL,85,10678,Inside,NoRidge,1Fam,1.5Fin,8,1992,2000,Gd,Gd,2,NA,4,2007,WD,285000
1177,20,RL,37,6951,CulDSac,Mitchel,1Fam,1Story,5,1984,1985,TA,TA,1,NA,10,2008,WD,119500
1178,50,RM,NA,3950,Inside,OldTown,1Fam,1.5Fin,6,1926,2004,TA,TA,1,NA,12,2009,WD,115000
1179,50,RL,54,7681,FR2,Crawfor,1Fam,1.5Fin,5,1921,1950,TA,TA,1,NA,7,2009,WD,154900
1180,20,RL,77,8335,Corner,Edwards,1Fam,1Story,5,1954,1954,TA,TA,0,NA,4,2006,WD,93000
1181,60,RL,NA,11170,Corner,Timber,1Fam,2Story,7,1990,1991,TA,TA,2,NA,4,2006,WD,250000
1182,120,RM,64,5587,Inside,Crawfor,TwnhsE,1Story,8,2008,2008,Ex,Gd,2,NA,11,2008,New,392500
1183,60,RL,160,15623,Corner,NoRidge,1Fam,2Story,10,1996,1996,Gd,Ex,3,Ex,7,2007,WD,745000
1184,30,RL,60,10800,Inside,OldTown,1Fam,1Story,5,1920,1950,TA,TA,2,NA,6,2006,WD,120000
1185,20,RL,50,35133,Inside,Timber,1Fam,1Story,5,1963,1963,TA,TA,3,NA,5,2007,WD,186700
1186,50,RL,60,9738,Inside,Edwards,1Fam,1.5Fin,5,1924,1950,TA,TA,1,NA,3,2006,WD,104900
1187,190,RL,107,10615,Corner,OldTown,2fmCon,2Story,3,1900,1970,TA,TA,2,NA,8,2009,WD,95000
1188,20,RL,89,12461,Corner,NoRidge,1Fam,1Story,8,1994,1995,Gd,Gd,3,NA,7,2006,WD,262000
1189,60,RL,68,8935,Inside,CollgCr,1Fam,2Story,7,2002,2002,Gd,Gd,2,NA,7,2009,WD,195000
1190,60,RL,60,7500,Inside,Gilbert,1Fam,2Story,7,1999,1999,TA,Gd,2,NA,6,2010,WD,189000
1191,190,RL,NA,32463,Inside,Mitchel,2fmCon,1Story,4,1961,1975,TA,TA,4,NA,3,2007,WD,168000
1192,160,FV,24,2645,Inside,Somerst,Twnhs,2Story,8,1999,2000,Gd,Gd,2,NA,11,2007,WD,174000
1193,50,RM,60,9600,Inside,OldTown,1Fam,1.5Fin,5,1925,1994,TA,Gd,1,NA,7,2007,WD,125000
1194,120,RM,NA,4500,FR2,Mitchel,TwnhsE,1Story,6,1999,1999,TA,TA,2,NA,6,2009,WD,165000
1195,60,RL,80,9364,Corner,Sawyer,1Fam,2Story,6,1969,1969,TA,TA,1,NA,3,2010,WD,158000
1196,60,RL,51,8029,Inside,Gilbert,1Fam,2Story,6,2005,2005,TA,Gd,2,NA,7,2008,WD,176000
1197,60,RL,58,14054,Inside,Gilbert,1Fam,2Story,7,2006,2006,Gd,Gd,3,NA,11,2006,New,219210
1198,75,RM,65,8850,Corner,OldTown,1Fam,2.5Unf,7,1916,1950,TA,TA,1,NA,7,2006,ConLw,144000
1199,20,RL,70,9100,Inside,CollgCr,1Fam,1Story,7,2001,2001,Gd,Gd,2,NA,6,2009,WD,178000
1200,20,RL,75,11235,Inside,Sawyer,1Fam,1Story,4,1963,1979,TA,TA,2,NA,10,2006,WD,148000
1201,20,RL,71,9353,Inside,NAmes,1Fam,1Story,4,1970,1970,TA,TA,1,NA,7,2006,Oth,116050
1202,60,RL,80,10400,Corner,CollgCr,1Fam,2Story,7,1998,1998,TA,Gd,2,NA,3,2009,WD,197900
1203,50,RM,50,6000,Corner,BrkSide,1Fam,1.5Fin,5,1925,1997,TA,TA,1,NA,5,2009,WD,117000
1204,20,RL,75,9750,Inside,CollgCr,1Fam,1Story,7,2000,2001,Gd,Gd,2,NA,10,2009,WD,213000
1205,20,RL,78,10140,Inside,NWAmes,1Fam,1Story,5,1975,1975,TA,TA,2,NA,7,2006,WD,153500
1206,20,RL,90,14684,CulDSac,SawyerW,1Fam,1Story,7,1990,1991,Gd,Gd,3,NA,6,2009,WD,271900
1207,20,RH,NA,8900,Inside,SawyerW,1Fam,1Story,4,1966,1966,TA,TA,1,NA,11,2006,WD,107000
1208,20,RL,70,9135,Inside,CollgCr,1Fam,1Story,6,2003,2003,Gd,Gd,2,NA,5,2006,WD,200000
1209,20,RL,70,7763,Inside,NAmes,1Fam,1Story,5,1962,1980,TA,TA,2,NA,10,2008,WD,140000
1210,20,RL,85,10182,CulDSac,Somerst,1Fam,1Story,8,2006,2006,Gd,Gd,2,NA,5,2006,New,290000
1211,60,RL,70,11218,Inside,SawyerW,1Fam,2Story,6,1992,1992,Gd,Gd,2,NA,5,2010,WD,189000
1212,50,RL,152,12134,Inside,Gilbert,1Fam,1.5Fin,8,1988,2005,Gd,TA,2,NA,6,2010,WD,164000
1213,30,RL,50,9340,Inside,Edwards,1Fam,1Story,4,1941,1950,TA,TA,1,NA,8,2009,WD,113000
1214,80,RL,NA,10246,CulDSac,Sawyer,1Fam,SLvl,4,1965,2001,TA,TA,1,NA,5,2006,WD,145000
1215,85,RL,69,10205,Inside,NAmes,1Fam,SFoyer,5,1962,1962,TA,TA,1,NA,5,2006,WD,134500
1216,20,RL,99,7094,Inside,Sawyer,1Fam,1Story,5,1966,1966,TA,TA,1,NA,5,2007,WD,125000
1217,90,RM,68,8930,Inside,Sawyer,Duplex,1.5Fin,6,1978,1978,TA,TA,2,NA,4,2010,WD,112000
1218,20,FV,72,8640,Inside,Somerst,1Fam,1Story,8,2009,2009,Gd,Gd,2,NA,9,2009,New,229456
1219,50,RM,52,6240,Inside,BrkSide,1Fam,1.5Fin,4,1947,1950,TA,TA,0,NA,7,2006,WD,80500
1220,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1971,1971,TA,TA,0,NA,4,2006,WD,91500
1221,20,RL,66,7800,Inside,NAmes,1Fam,1Story,5,1964,1964,TA,TA,1,NA,11,2006,WD,115000
1222,20,RL,55,8250,Inside,Sawyer,1Fam,1Story,5,1968,1968,TA,TA,1,NA,8,2008,WD,134000
1223,50,RL,78,10496,Inside,NAmes,1Fam,1.5Fin,6,1949,1950,TA,TA,1,NA,1,2007,WD,143000
1224,20,RL,89,10680,Inside,NAmes,1Fam,1Story,5,1951,1951,TA,TA,2,NA,10,2006,WD,137900
1225,60,RL,60,15384,Inside,Gilbert,1Fam,2Story,7,2004,2005,Gd,Gd,2,NA,2,2008,WD,184000
1226,80,RL,65,10482,Inside,NAmes,1Fam,SLvl,6,1958,1958,TA,TA,1,NA,6,2007,WD,145000
1227,60,RL,86,14598,CulDSac,Somerst,1Fam,2Story,6,2007,2007,Gd,Gd,3,NA,1,2008,WD,214000
1228,20,RL,72,8872,Corner,NAmes,1Fam,1Story,5,1965,2008,TA,Gd,2,NA,12,2008,WD,147000
1229,120,RL,65,8769,Corner,NridgHt,TwnhsE,1Story,9,2008,2008,Ex,Ex,3,NA,10,2008,New,367294
1230,80,RL,70,7910,Inside,NAmes,1Fam,SLvl,5,1960,1960,TA,TA,1,NA,8,2008,WD,127000
1231,90,RL,NA,18890,Inside,Sawyer,Duplex,1.5Fin,5,1977,1977,TA,TA,2,NA,8,2007,WD,190000
1232,90,RL,70,7728,Inside,NAmes,Duplex,SLvl,5,1962,1962,TA,TA,2,NA,5,2006,WD,132500
1233,90,RL,70,9842,FR2,NAmes,Duplex,1Story,4,1962,1962,TA,TA,2,NA,3,2007,WD,101800
1234,20,RL,NA,12160,Inside,NAmes,1Fam,1Story,5,1959,1959,TA,TA,2,NA,5,2010,COD,142000
1235,70,RH,55,8525,Inside,SWISU,1Fam,2Story,5,1911,1950,TA,TA,0,NA,11,2008,WD,130000
1236,70,RL,96,13132,Inside,Crawfor,1Fam,2Story,5,1914,1950,TA,TA,1,NA,7,2006,WD,138887
1237,160,RL,36,2628,Inside,NridgHt,Twnhs,2Story,7,2003,2003,Gd,Gd,2,NA,6,2010,WD,175500
1238,60,RL,41,12393,FR2,CollgCr,1Fam,2Story,7,2004,2005,Gd,Gd,2,NA,9,2006,WD,195000
1239,20,RL,63,13072,Inside,SawyerW,1Fam,1Story,6,2005,2005,Gd,TA,2,NA,3,2006,WD,142500
1240,20,RL,64,9037,Inside,Timber,1Fam,1Story,8,2006,2006,Gd,Ex,2,NA,12,2007,WD,265900
1241,60,RL,65,8158,Inside,CollgCr,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,7,2008,WD,224900
1242,20,RL,83,9849,Inside,Somerst,1Fam,1Story,7,2007,2007,Gd,Gd,3,NA,6,2007,New,248328
1243,85,RL,85,10625,Inside,NWAmes,1Fam,SFoyer,7,1974,1974,TA,Gd,2,NA,1,2010,WD,170000
1244,20,RL,107,13891,Inside,NridgHt,1Fam,1Story,10,2006,2006,Ex,Ex,3,NA,9,2006,New,465000
1245,70,RL,NA,11435,Corner,Crawfor,1Fam,2Story,8,1929,1950,TA,Gd,2,NA,6,2006,WD,230000
1246,80,RL,78,12090,Inside,NWAmes,1Fam,SLvl,6,1984,2003,TA,TA,2,NA,1,2007,WD,178000
1247,60,FV,65,8125,Inside,Somerst,1Fam,2Story,7,2005,2006,Gd,Gd,2,NA,3,2006,New,186500
1248,80,RL,NA,12328,Inside,Mitchel,1Fam,SLvl,6,1976,1976,TA,TA,3,NA,5,2010,WD,169900
1249,75,RM,60,9600,Inside,OldTown,1Fam,2.5Unf,6,1917,1950,TA,TA,2,NA,4,2008,WD,129500
1250,20,RL,60,7200,Inside,NAmes,1Fam,1Story,5,1950,1950,TA,TA,1,NA,5,2007,WD,119000
1251,20,RL,93,11160,Corner,NAmes,1Fam,1Story,7,1968,1968,Gd,Ex,2,NA,4,2010,WD,244000
1252,120,RL,NA,3136,Corner,NridgHt,TwnhsE,1Story,7,2003,2003,Gd,Gd,2,NA,3,2006,WD,171750
1253,20,RL,62,9858,Inside,Mitchel,1Fam,1Story,5,1968,1968,TA,TA,1,NA,11,2009,WD,130000
1254,60,RL,NA,17542,Inside,Veenker,1Fam,2Story,7,1974,2003,Gd,Gd,2,NA,7,2007,WD,294000
1255,60,RL,60,6931,Inside,Edwards,1Fam,2Story,7,2003,2004,Gd,Gd,2,NA,7,2008,WD,165400
1256,50,RM,52,6240,Inside,BrkSide,1Fam,1.5Fin,6,1931,1950,TA,TA,1,NA,11,2007,WD,127500
1257,20,RL,91,14303,Corner,NoRidge,1Fam,1Story,8,1994,1994,Gd,Gd,2,NA,8,2008,WD,301500
1258,30,RL,56,4060,Corner,Edwards,1Fam,1Story,5,1922,1950,TA,TA,0,NA,7,2009,WD,99900
1259,80,RL,59,9587,Inside,Gilbert,1Fam,SLvl,7,2005,2005,Gd,Gd,2,NA,7,2008,WD,190000
1260,20,RL,65,9750,FR2,NAmes,1Fam,1Story,6,1969,1969,TA,TA,2,NA,7,2008,WD,151000
1261,60,RL,NA,24682,CulDSac,Gilbert,1Fam,2Story,6,1999,1999,TA,TA,2,NA,6,2009,WD,181000
1262,20,RL,80,9600,Inside,NAmes,1Fam,1Story,5,1956,1956,TA,TA,1,NA,6,2009,WD,128900
1263,50,RL,NA,11250,Inside,ClearCr,1Fam,1.5Fin,4,1957,1989,TA,TA,1,NA,11,2009,WD,161500
1264,70,RL,60,13515,Inside,BrkSide,1Fam,2Story,6,1919,1950,TA,TA,2,NA,7,2007,WD,180500
1265,120,RH,34,4060,Inside,NAmes,TwnhsE,1Story,6,1998,1999,Gd,Gd,2,NA,8,2008,COD,181000
1266,160,FV,35,3735,FR3,Somerst,TwnhsE,2Story,7,1999,1999,Gd,Gd,2,NA,3,2006,WD,183900
1267,190,RM,60,10120,Inside,OldTown,2fmCon,2.5Unf,7,1910,1950,Fa,TA,1,NA,1,2007,WD,122000
1268,20,RL,89,13214,Inside,Timber,1Fam,1Story,9,2008,2009,Ex,Ex,3,NA,5,2010,WD,378500
1269,50,RL,NA,14100,Inside,Crawfor,1Fam,1.5Fin,8,1935,1997,TA,Gd,3,NA,5,2008,WD,381000
1270,50,RL,78,11344,Inside,NAmes,1Fam,1.5Fin,5,1958,1958,TA,TA,1,NA,7,2007,WD,144000
1271,40,RL,NA,23595,Inside,ClearCr,1Fam,1Story,7,1979,1979,Gd,Gd,2,NA,4,2010,WD,260000
1272,20,RL,NA,9156,Inside,NWAmes,1Fam,1Story,6,1968,1968,TA,Gd,2,NA,8,2009,WD,185750
1273,20,RL,NA,13526,CulDSac,Sawyer,1Fam,1Story,5,1965,1965,TA,TA,1,NA,11,2006,WD,137000
1274,80,RL,124,11512,Corner,Edwards,1Fam,SLvl,6,1959,2006,TA,Ex,1,NA,5,2008,WD,177000
1275,50,RL,53,5362,Corner,Crawfor,1Fam,1.5Fin,5,1910,2003,TA,TA,2,NA,11,2007,WD,139000
1276,90,RL,95,11345,Corner,NAmes,Duplex,2Story,5,1948,1950,TA,TA,2,NA,7,2007,WD,137000
1277,60,RL,NA,12936,CulDSac,NWAmes,1Fam,2Story,6,1972,1972,TA,TA,2,NA,12,2009,WD,162000
1278,80,RL,NA,17871,CulDSac,NWAmes,1Fam,SLvl,6,1967,1976,TA,TA,2,NA,6,2009,WD,197900
1279,60,RL,75,9473,Inside,CollgCr,1Fam,2Story,8,2002,2002,Gd,Gd,2,NA,3,2008,WD,237000
1280,50,C (all),60,7500,Inside,IDOTRR,1Fam,1.5Fin,4,1920,1950,TA,TA,2,NA,4,2010,COD,68400
1281,20,RL,67,9808,Inside,CollgCr,1Fam,1Story,7,2002,2002,Gd,Gd,2,NA,3,2009,WD,227000
1282,20,RL,50,8049,CulDSac,Timber,1Fam,1Story,7,1990,1990,TA,TA,2,NA,7,2006,WD,180000
1283,20,RL,61,8800,Inside,CollgCr,1Fam,1Story,5,1977,2008,TA,Gd,2,NA,9,2009,WD,150500
1284,90,RL,94,9400,Corner,Mitchel,Duplex,2Story,6,1971,1971,TA,TA,0,NA,4,2010,WD,139000
1285,50,RL,50,9638,Inside,SWISU,1Fam,1.5Fin,6,1919,1990,TA,Gd,1,NA,3,2010,WD,169000
1286,50,RM,50,6000,Inside,BrkSide,1Fam,1.5Fin,6,1939,1950,TA,TA,1,NA,5,2009,WD,132500
1287,20,RL,NA,9790,Inside,NWAmes,1Fam,1Story,6,1963,1963,TA,TA,2,NA,6,2010,WD,143000
1288,20,RL,NA,36500,Inside,ClearCr,1Fam,1Story,5,1964,1964,TA,TA,2,NA,6,2006,WD,190000
1289,120,RL,40,5664,Inside,StoneBr,TwnhsE,1Story,8,2000,2000,Gd,Ex,2,NA,10,2009,WD,278000
1290,60,RL,86,11065,Inside,NridgHt,1Fam,2Story,8,2006,2006,Gd,Ex,3,NA,10,2006,New,281000
1291,80,RL,NA,14112,Corner,NAmes,1Fam,SLvl,5,1964,1964,TA,TA,2,NA,4,2010,WD,180500
1292,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,5,1972,1972,TA,TA,1,NA,2,2009,WD,119500
1293,70,RM,60,6600,Corner,OldTown,1Fam,2Story,5,1892,1965,TA,TA,1,NA,12,2009,WD,107500
1294,60,RL,78,10140,Inside,NWAmes,1Fam,2Story,7,1976,1976,TA,TA,2,NA,3,2006,WD,162900
1295,20,RL,60,8172,Inside,Edwards,1Fam,1Story,5,1955,1990,TA,TA,2,NA,4,2006,WD,115000
1296,20,RL,70,8400,Inside,NAmes,1Fam,1Story,5,1968,1968,TA,TA,1,NA,11,2006,WD,138500
1297,20,RL,80,8700,Inside,NAmes,1Fam,1Story,5,1963,1963,TA,TA,2,NA,12,2008,WD,155000
1298,180,RM,35,3675,Inside,Edwards,TwnhsE,SFoyer,6,2005,2006,TA,TA,2,NA,6,2006,New,140000
1299,60,RL,313,63887,Corner,Edwards,1Fam,2Story,10,2008,2008,Ex,Ex,2,Gd,1,2008,New,160000
1300,20,RL,75,7500,Inside,NAmes,1Fam,1Story,5,1959,1994,TA,Gd,1,NA,5,2010,WD,154000
1301,60,RL,NA,10762,CulDSac,Gilbert,1Fam,2Story,7,1999,1999,Gd,Gd,2,NA,5,2009,WD,225000
1302,70,RL,NA,7500,Inside,Crawfor,1Fam,2Story,6,1942,1950,TA,Gd,1,NA,11,2009,WD,177500
1303,60,RL,92,10120,Inside,NoRidge,1Fam,2Story,8,1994,1994,Gd,Gd,3,NA,12,2006,WD,290000
1304,20,RL,73,8688,Inside,Somerst,1Fam,1Story,7,2005,2005,Gd,Gd,3,NA,4,2006,WD,232000
1305,160,RM,32,3363,Inside,Edwards,TwnhsE,2Story,7,2004,2004,Gd,Gd,2,NA,4,2006,WD,130000
1306,20,RL,108,13173,Corner,NridgHt,1Fam,1Story,9,2006,2007,Gd,Ex,2,NA,11,2009,WD,325000
1307,120,RL,48,6955,Inside,NridgHt,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,9,2006,New,202500
1308,20,RL,60,8072,Inside,CollgCr,1Fam,1Story,5,1994,1995,TA,TA,2,NA,5,2009,WD,138000
1309,20,RM,100,12000,Inside,OldTown,1Fam,1Story,5,1948,2005,TA,Gd,2,NA,5,2008,WD,147000
1310,20,RL,NA,7153,Inside,SawyerW,1Fam,1Story,6,1991,1991,TA,Gd,2,NA,6,2008,WD,179200
1311,20,RL,100,17500,Inside,Crawfor,1Fam,1Story,7,1959,2002,Gd,Ex,2,NA,5,2010,WD,335000
1312,20,RL,68,8814,Inside,CollgCr,1Fam,1Story,7,2005,2007,Gd,Gd,2,NA,1,2007,New,203000
1313,60,RL,NA,9572,Inside,NoRidge,1Fam,2Story,8,1990,1990,Gd,Gd,2,NA,6,2007,WD,302000
1314,60,RL,108,14774,Corner,NoRidge,1Fam,2Story,9,1999,1999,Gd,Gd,3,NA,5,2010,WD,333168
1315,20,RL,60,8190,Inside,Edwards,1Fam,1Story,4,1954,1954,TA,TA,1,NA,10,2007,WD,119000
1316,60,RL,85,11075,Inside,NAmes,1Fam,2Story,6,1969,1969,TA,TA,2,NA,6,2008,WD,206900
1317,20,RL,61,10226,Inside,CollgCr,1Fam,1Story,8,2008,2008,Gd,Ex,3,NA,1,2009,WD,295493
1318,120,FV,47,4230,Corner,Somerst,TwnhsE,1Story,7,2006,2007,Gd,Gd,2,NA,4,2007,New,208900
1319,20,RL,NA,14781,CulDSac,CollgCr,1Fam,1Story,8,2001,2002,Gd,Gd,3,NA,8,2006,WD,275000
1320,20,RL,75,10215,Inside,Edwards,1Fam,1Story,4,1954,1954,TA,TA,1,NA,2,2007,WD,111000
1321,20,RL,70,8400,Inside,NAmes,1Fam,1Story,6,1957,1957,TA,TA,2,NA,6,2009,WD,156500
1322,20,RL,NA,6627,Corner,BrkSide,1Fam,1Story,3,1949,1950,TA,TA,1,NA,7,2008,WD,72500
1323,60,RL,107,10186,Inside,NoRidge,1Fam,2Story,7,1992,1992,Gd,Gd,2,NA,6,2010,WD,190000
1324,30,RL,50,5330,Inside,BrkSide,1Fam,1Story,4,1940,1950,Fa,Fa,0,NA,12,2009,WD,82500
